id,caption
182441,A bunch of birds flying around a couple of waves near the ocean.
161128,A curse word written on a traffic sign.
492282,A man who is riding a horse down a brick street.
514376,A trolley is going down the street while a car passes it.
572462,A group of people standing inside of a moving tram.
236845,a red and white sign a car and some buildings
385205,A very cute cat laying on a rug.
515025,A woman in black jacket watching a cat eating from pizza box.
135872,A desk with both a laptop computer and a desktop computer.
125072,Cattle grazing on grass near a lake surrounded by mountain..
118594,A Texas Longhorn bull grazing on grass. 
406417,three little kids that have different ties on
531495,there are many boats that are parked at this dock
391144,A herd of elephants standing on a pond of water.
210708,A large elephant standing next to a small elephant playing in the water.
568814,A man with a bear sitting with his arms crossed and his tie over his left shoulder.
472298,a man and a woman sitting on a small boat
6763,A man and a women posing next to one another in front of a table.
474170,A couple of elephants standing on a lush green forest.
407943,A man walking in front of an open umbrella.
180296,a  doll sitting on top of an open suitcase 
181969,"An animal, curled into a ball, takes a nap."
343803,A man has a frisbee in his hand and is standing up. 
361180,A brown bear walking with rocks in the background.
151962,The reflection of a dogs head out of a car window in one of the cars wing mirrors
262938,Two stuffed animal dogs reading a picture book about dogs.
364166,2 Zebras standing next to each other in plaines
350488,A zebra grazing on grass near a river.
298251,Several zebras stand in a field and graze.
51309,Small horse standing behind a large group of horses eating. 
400794,A man sitting at a table eating food from a plate.
308793,Two skiers heading up the side of a mountain
561889,Plate of food with broccoli on glass plate with table cloth
280779,A young man riding skis across a snow covered slope.
3501,"A bowl with rice, broccoli and a purple relish."
52591,A woman standing while holding a pole on snow
458325,A person on a skateboard rides down the road.
83540,a person wearing a blue jacket is wearing skis and snowy trees
213255,a man standing in front of the grill of a  hot dog stand. 
29675,A plate topped with three hot dogs on top of a table.
36539,There is a man and a young girl snowboarding 
430973,Large whole pizza pie with cheese and olive toppings.
109992,A person riding a snow board down a snow covered slope.
395903,A person walking in the ocean with a surfboard under their arm. 
204329,"A blue, yellow and green surfboard sticking out of a sandy beach."
331604,Kite surfer in the air on top of a red board. 
121673,a person riding a surf board on a wave 
312489,A woman standing on top of a sandy beach with a surfboard.
521509,A girl sitting on a bed is taking a self portrait.
549055,A man on a surfboard in the water.
464358,a bed room with a neatly made bed 
180878,A table topped with a smart phone next to a white bag.
32570,A man riding a wave on top of a white surfboard.
334530,A man riding a surfboard inside of a wave.
376206,A man is surfing in the ocean on a large wave.
515350,A man riding a wave on top of a surfboard.
50943,A person riding a wave on top of a surfboard.
460333,A young boy sitting on a bed in a bedroom.
312552,A woman holding a plate and eating pizza.
436315,A homemade pizza sits on a metal sheet.
24144,A pizza sitting on top of a pizza box covered in cheese.
509699,A woman sitting in a chair in front of a TV.
489764,A woman and a man playing a video game in the living room
308587,People are in the water with kites flying over them.
208423,A crowd of people flying kites over a field.
553669,"People sitting on benches in the park, and traffic in the street"
36678,The Big Ben clock tower towering over the city of London.
270474,A little girl holding a baseball bat on grass.
62355,A baseball player holding a bat standing next to home plate.
25424,A man hitting a tennis ball with a tennis racquet.
269121,A white-clad tennis player hurls a ball upward to deliver a serve.
351331,a small pepperoni pizza next to a fork
132329,A refrigerator mostly empty with only a few bottles of water inside.
486573,A vase filled with water and white flowers.
335081,A group of stuffed animals are arranged together.
398652,A lot of potted plants sitting on a glass table.
320706,A blending mixer sitting on a kitchen counter.
125129,A man in an Arabic type outfit on a cell phone.
292488,Person in a parka taking pictures with a mobile phone camera.
22623,Closeup of a cellphone device with various buttons.
119516,A beautiful woman standing on the side of a rad next to a street.
269866,A microwave oven with a tray on the bottom
498463,A metallic refrigerator freezer sitting in a kitchen.
64574,A set of women's personal care items sitting on a bed.
459272,A woman holding a smart phone next to a group of people.
292060,"A white kitchen with stove, sink, and refrigerator."
40471,An older picture of a large kitchen with white appliances.
480122,A bowl of bananas sitting on the kitchen table.
97022,A kitchen filled with wooden cabinets and a microwave oven.
525083,a view of a kitchen from across the room.
84241,A group of women in kitchen next to pot.
361621,A cat sitting in a bathroom sink under a  faucet.
186632,A flat screen TV sitting in a living room in front of a dining room table.
446574,A bathroom has a shower and toilet in it.
210855,A very nice bathroom with toilet and mirror. 
488592,A woman rides a bicycle down a narrow corridor in an indoor Asian market
365207,rear view mirror reflection showing a dog in the back seat
110042,"A game at an outdoor fair called ""Ball In The Bog"""
346703,A man and woman standing over a dinner table with a cake.
185802,A banana in a little chair near a window.
529966,Two glass bowls of oranges add up to more than enough.
144003,A group of people watching a woman cutting a cake.
50896,A bowl filled with lots of oranges on a counter.
1761,Two planes flying in the sky over a bridge.
400367,The car lights are streaking by on the street.
463199,A group of men standing inside of a bus.
392933,A giraffe running across a grass covered field.
350023,A city street show cars going up and down the hill.
527960,A green park bench underneath a tree in a park.
142585,A couple of vehicles are side by side. 
574425,Two old fashioned buses parked on the side of the road.
449909,A young boy standing on a field next to a giraffe.
128051,A green bus with a smaller bus sitting on top of it.
286849,A group of three giraffe standing next to each other behind a rock.
373705,"A number of young people are enjoying themselves around a fountain, not far from a fire hydrant."
548780,Two sexy young women sitting on a metal bench in front of flowers.
499768,a fire hydrant on a city side walk with bushes
293071,"A red. white, and blue fire hydrant on the side of the road. "
101780,A giraffe eating some leaves from a tree at the zoo
222235,A cat is playing with a plan in a park.
509008,a lime and green bus parked on a grass field parking lot.
157098,Three giraffes standing up in a field eating leaves off of trees.
275791,A large trains travels past a river that contains several different boats
270297,A small train going down a steel track.
115118,a train of many colors is coming down the track
198915,This is an intersection sign between green lake drive and one other
192716,a street sign attached to a wooden pole
90155,A train on the tracks out in the country 
344816,The train engine is followed by a line of open cars.
130566,A yellow train on the tracks with several cars
137727,A motorized cart fills a train with luggage
256195,a small red train is parked at the station 
193162,a man on a three wheeler following behind a two dogs and a cow
219440,a cow staring into a camera standing on a field 
580418,A herd of cattle walking down a street near lush green trees.
577976,A utility truck is parked in the street beside traffic cones.
231831,A black and white cat sitting on top of a chair.
14888,"A cow getting relief as it is being milked.
"
4795,A cat observing a computer screen next to a laptop and a cordless phone.
316015,A cat is sitting on a desk next to a computer.
119828,A cat sitting on top of a wooden desk.
357941,Two televisions that are stacked on top of each other. 
312213,A cat sitting by a laptop but staring at a person. 
1675,A cat resting on an open laptop computer.
39769,A couple of cats laying on top of a pink blanket.
503823,several  wooden boats sitting in the sand
172877,A man in a shirt and tie sitting on a white chair next to a lamp.
310862,A man is frowning while standing in an empty room.
427649,A small white boat sits on some calm water under a snow capped mountain.
383921,A herd of elephants walking across a body of water.
20333,A young child squats down in front of a bowl.
477288,Several men in costume gather together under their umbrellas.
420230,An elephant is walking forward in a field.
451090,a white boat some green hills and water
12280,An airport with a woman carrying a piece of luggage.
57027,An adult elephant is pictured walking with a baby elephant.
108864,Two elephants cross tusks in confrontation in a field
405972,An adult and two baby elephants standing near a fence.
294855,a suit case sits on a top next to some drink 
125952,A piece of luggage is ready to go with cold wear on top for quick usage.
400815,A man sitting in the back of a truck.
437351,A woman in a hat sitting next to luggage.
251572,Nothing is quite as soft as a young puppy.
194506,Two small bears playing in the water together
153229,The group of young men is playing a game of Frisbee.
482800,an image of three people playing Frisbee outside
25057,A man without a shirt in a park holding a beer and a frisbee. 
481413,A small child is holding a frisbee while looking at the beach. 
113354,Three zebras munching on grass in their natural habitat.
546823,a small pony a with two smaller ponies standing in front of it
290833,A large zebra and baby zebra standing inside an enclosure eating.
372307,A horse standing in the grass in a fenced in area.
189078,"Variety of fruits such as bananas, oranges, and apples on a platter."
575500,Bananas in a bushel are displayed over some kind of tail.
463283,An alcoholic beverage with an orange slice in it. 
562197,Pictures of different types of prepared food containing beans.
194940,Three bowls filled with vegetables on top of a table.
127494,A white plate of food tha includes meat and vegetables.
61658,A picture of some food on a plate
304180,A person with a skateboard on a street.
452784,A plate of food that includes lentils and leafy greens.
330818,A young man is working behind a counter. 
426203,A skateboarder is riding along the top of a rail.
84492,A skateboarder grinds down a railing in front of buildings.
132703,A man who is performing a trick on a skateboard.
326462,Pink donut with white sprinkles on the top of it. 
245311,The donut robot machine is mechanically making donuts.
328117,A metal tray filled with fried donuts and metal tongs.
374083,A man and a girl standing next to two cakes in the kitchen. 
95707,A table topped with a train styled cake.
463842,A small bed with lots of bottles underneath
332351,so many people on the sea skating and swimming
10092,A green netted bed in a light filled bedroom.
551804,A woman holding a tennis racquet on a  tennis court.
402615,A woman holding a tennis racquet on a tennis court.
166165,A woman standing on a tennis court holding a racquet.
410496,A man plays tennis during a competition while a crowd looks on. 
357903,Two pizzas with cheese and an egg on top.
500565,A woman holding a child wrapped in a towel brushing her teeth.
365385,A toothbrush in a cup sitting next to a sink.
570456,A living room filled with furniture and a table.
395701,A room that has a small television next to a red chair.
372466,A computer mouse is beside a notebook computer.
125778,A living room with dark colored furniture and a fire place.
24027,A kite flying over a city park on a windy day.
530470,A field full of people flying kites in a cloudy blue sky.
370375,A little boy wearing a baseball hat holding a baseball bat.
328430,A tennis ball and a woman with a racket on a tennis court.
562581,A man swinging a tennis racquet on a tennis court.
451435,A man with a tennis racket and ball is on a tennis court.
75393,A table topped with wooden combs and plastic display cases.
345397,Man in tshirt and tie with cellphone in bathroom taking picture
94157,Large clock tower sitting in front of a park. 
105455,A colorful clock tower along a street and near apartments.
348012,Scissors are resting on a roll of clear tape.
173008,A man in a tropical print shirt with glasses and long hair is eating a banana.
262682,Two sinks that are in a kitchen near a window.
507893,The bathroom is white and looks very clean.
227044,A black and white cat standing in a white bathroom sink.
167122,an image of a night scene with a cat on top of a car
154718,A person is standing over a dirty toilet in a bathroom stall. 
479126,Two women sitting outside hanging out and smoking cigarettes.
504074,Women that are sitting outside on a patio area and smoking cigarettes.
180792,"A bathroom with a toilet, toilet roll and safety rail."
490936,A row of parked motorcycles on the side of a street.
445846,A clean kitchen with the windows white and open.
197870,a small chicken is standing by a bench
332901,a few animals that are in side a fence
445675,A tall giraffe standing on top of a grass covered field.
287291,A city street with buildings and cars on a rainy day.
525600,a number of giraffes near one another 
504580,Two giraffes during day in field of grasses.
347544,There is an old multi colored volvo parked next to a motel
255718,A rusty old fire hydrant on an inner city street
528524,The brown cows walking along a path in the field.
90208,The picture of three buses on a lot.
240049,A woman holding a young child in her arms.
537355,A red fire hydrant sitting in a field next to a white building.
434247,A group of people riding horses on top of a sandy beach.
542776,A small bird sitting on top of an open book.
117525,A man in front of a Christmas tree with his dog.
268000,A passenger train on the tracks going under a bridge.
6040,A blue and white train is moving on the rails. 
49060,A train sitting next to a loading platform with people standing on it.
159684,A high speed train is seen in the station.
500423,"An orange, white, and gray train is sitting at the platform."
463647,A couple of signs and vehicles on a road.
146825,a red train is docked at the station
328683,A parking meter decorated with different colors of paper. 
459396,A brown cow grazing on a patch of lush green grass.
119038,A herd of cows standing on a grass covered hillside.
494634,A shadow looks like a cat in a living room.
378139,There is a water shuttle going down a canal.
41635,Three cows standing on a grass field under a cloudy sky.
396205,Two cows standing and grazing in an open pasture.
180487,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON
421757,Two boats are floating on the river near the shore.
370478,some luggage and a back back sitting on teh ground next to a lap top
149568,"The man plays on the beach with his two dogs, one of which is a black standard poodle."
377368,A cake shaped as a Teddy Bear on a wooden table.
200961,A man holding a white frisbee walking on top of a green grass covered field.
243075,a polar bear near rocks made to look like ice
367195,A dog laying down on a fluffy carpet
562561,Two dogs in the backyard with blowup toys.
269113,three dogs on a field of green grass
259097,A person trying to reach a Frisbee in a field with high brown grass.
64499,Thin-striped zebras huddle near the wall of their zoo enclosure
201676,Three zebras standing next to each other in a meadow with other zebras visible behind them
121242,A horse drawn carriage parked on top of a field.
427655,a horse is pulling a carriage with people down a street
191614,A horse standing in a lush green grass field.
304291,The brown horse is walking on the dirt in the fence. 
500478,A baseball player is winding up for the pitch.
509014,A group of people that are standing in the snow.
90891,Five men are selling a large amount of bananas.
434297,A white plate topped with food on a counter.
474854,a person eating a banana sitting at a table
501005,derek jeter swings his bat at a baseball 
38118,A man on his skis on a snowy slope. 
350388,A cream based soup in a while bowl with a chopped green vegetable on top.
19221,A raw piece of broccoli with something growing from it. 
473406,A little girl sitting on a kitchen counter next to a plate of food.
161879,A young man riding down a hand rail on a skateboard.
65350,Kids are skateboarding at a skate park and one them has fallen down.
148662,Man with a hot dog in a paper rapper in his hand.
255912,Two plates full of food sitting on a table next to a bottle.
41990,A group of people on snow shoes posing for a photo.
175535,a white plate with some food and two trays of sauce
297427,A man holding a cheeseburger made out of donuts.
577864,Three people are playing with a red kick ball.
287959,a sandwich that has something green and red in it
162732,THERE ARE PEOPLE PLAYING A SOCCER GAME ON THE FIELD
4765,A man riding a surfboard on a wave in the ocean.
380711,There is a blurry photo of a surfer walking out of the water
7278,there is a male surfer that is riding in the wave
516318,A man surfing beside a bird on a cloudy day
60102,Two opponents are playing during a soccor game.
22935,A girl chasing after a soccer ball with an opposing team member close behind
292908,A man is surfing on a wave in the ocean.
209530,A group of people sitting around a table.
565597,Slices of pizza upside down on a plate on a table.
57232,Old baseball bats are turned into a seat.
345385,Young couple happily snuggling on their bed together
266892,a woman standing at the end of a tennis court holding up a racket 
345252,A boy waring headphones is playing a game on his computer.
197022,I want the pizza that has extra cheese on it.
360393,"A thing is in the outline and it shows up like something 
"
515828,A woman prepares to serve a tennis ball.
429761,Two men shaking hands while standing on a tennis court.
569059,A wooden desk sitting in a living room with a monitor on top of it.
160666,A toothbrush with toothpaste next to a tube on a counter.
294783,A living room with a mat on a floor and a book shelf filled with books.
563267,Two young men standing around a table in front of a chalk board.
568584,A ghost sitting on a living room chair.
335658,A keyboard and mouse sitting on a desk.
580410,A living room filled with furniture and a rug.
568710,A broom is hanging on the wall of a house.
414676,A very tall brick clock tower with a clock on each of it's sides.
134322,"Kite flying between water area and building complex, probably Japan."
85911,A kite sitting in the middle of a large body of water.
425227,There is no image to describe for this question.
116068,A couple of people that are standing in the sand with a kite.
370270,a person hitting a ball with a stick in a office.
408774,A group of people on a field playing baseball.
357816,A man standing near home plate swinging a bat.
462031,A man holding a bat on top of a field under a light.
223738,Young man in orange jersey swinging a baseball bat.
457884,A group of kids playing a game of baseball.
563470,A lady bending down to put her head on a baseball bat.
506707,A baseball player runs into home plate during a game.
27620,A laptop sitting on a desk next to a chair and another computer.
51610,A young girl watches a laptop on a bed. 
182202,An open laptop computer sitting next to a  phone.
60449,A very nice looking deck area with a small table and a laptop.
42889,A teddy bear sits by a keyboards and microphone.
322968,A clock is situated atop a colorful tower.
546475,A man holding a baby while standing in front of a mirror.
302882,a white male taking pictures with his cellphone
363188,People dressed as zombies walking down the street.
498747,Guy sitting down and using his cell during the party
228981,"A smart phone, digital camera and mobile phone on display."
316666,this is a restaurant with flowers on the bar
251824,A person sitting at a wooden table holding an electronic device.
175443,A Christmas tree with lights and teddy bear
64084,A batch of bread slices sitting on a plate.
177489,Two people that are sitting on a table.
450202,"A plate filled with food sitting next to three glasses.
"
445834,Men climbing on board a bus that needs to be repaired.
30213,A kitchen filled with a stove top oven and a refrigerator.
452793,A kitchen with a granite counter top and faucet.
481386,A women who is holding a whisk in the kitchen.
565045,Blue bathroom with two white towels hanging by the shower.
350122,A busy bus station with ramp going downstairs.
491071,A bathroom vanity with a his and hers sink.
241319,A bathroom sink with two toothbrushes facing each other.
537812,A tiled bathroom with toilet and open shower
228942,A white passenger train passing a parking lot at night.
65485,A dog driving an SUV in an open grass covered field.
482100,These toilets are being used outside as decor
408112,A small propeller plane sitting on top of an airport tarmac.
84752,a jet on three pillars in front of a building
281693,A large jet airplane being loaded with cargo at an airport.
21839,a person walking across the street with a traffic light above
155451,a green traffic light a street  some buildings and some other lights
32941,A street that has all the traffic stopped at a traffic light.
517069,Two women waiting at a bench next to a street.
453841,Cars and trucks stopped at an intersection at twilight.
571943,a pole with a street light and signs next to a bare tree
478862,"Groups of people walk around a huge, multi engine airplane."
320554,A black cat laying in the sun under a bench
433243,a zebra and a giraffe stand next to each other.
186637,a giraffe eating food from a food dispenser 
22755,A rear view mirror sitting on the side of a yellow bus.
283037,Street signs are displayed next to a road.
562448,A white bus is driving down the street
244379,"This highway is empty this early on the morning,"
545219,A double decker bus with neon lights at night.
322829,A white meta bench next to a patch of grass.
344029,A bus that is driving down the road.
542625,A bird sits on a parking meter with several parked cars in the street.
359937,A double decker bus is parked in the parking lot.
566758,A school bus is parked on the side of the street.
369812,"Various street signs including one that reads ""Newlon Hale Village."""
565563,Many cars are parked along the sidewalk of a narrow street.
101022,Two signs that are on a pole in the snow.
357060,A bird is trying to find food in the water. 
335177,A round intersection on a surburban street with one floor homes.
471023,A group of walkers are seen while passengers ride in a train.
556498,Two black signs that are on the side of a pole.
25181,A train station with an awning is depicted with a train on the right platform.
308391,A fire department with a sign out front 
76625,A train with headlights traveling on a track past pedestrians.
57244,A rusted out train engine sitting next to a green forest.
82085,a train that is on a rail road track
116825,A cat leans over a desk and paws at an army knife. 
110784,A bus traveling down a street next to a tall building.
393226,A man who is walking across the street.
430073,a cow walking on a city street near people 
258911,A row of cows standing behind a metal fence.
171611,A man and a dog on a boat in the water.
329447,A sheepdog runs around a herd of cows in a fenced-in field.
223188,A man riding on the back of a giant bull.
203639,A girl in a dress and shirt standing in a field.
161875,A woman that is standing up in the grass.
18770,A man in a suit with a blue tie and vest.
397303,Two men sell ties at an outdoor market.
330790,an elephant is carrying some plants in its tusk
144932,Tug boats do a good job handling water emergencies.
368961,Two mini elephants walking  toward people on a plank 
369037,A man standing next to an elephant with a long trunk.
210388,Some people are walking in the snow and having fun. 
32861,A man holding an umbrella in a  hallway.
203546,The bear is inside of the river stream. 
222299,A floor filled with the contents of a woman's bag.
414261,Baby bear climbing large rock near pine tree.
521231,A polar bear standing by rocks in a grassy habitat.
547519,A brown bear walking across a forest surrounded by trees..
355240,a dog sits on a chair behind a glass 
504635,Three zebras are standing in the grass by the trees.
239857,A woman is about to throw a frisbee in the dirt.
445439,A zebra grazing on dry hay next to a wire fence.
38825,Two Zebras grazing together in a grassy area.
319184,Two people playing a game of frisbee in a field.
336265,there is a boy playing frisbee in the grass
568213,A couple of men standing on top of a field together.
163951,"An assortment of items including a miniature boom box, chair, banana and flashlight."
217753,"A large display of fruit: applies, grapes, oranges, lemons, limes and grapefruit"
409424,The fruit are arranges on the surface in a brown wicker basket.
376307,some people at an outdoor shop and some different fruits
567740,A couple of snow skiers are casting a shadow on the snow.
216516,A man that is standing on ski's in the snow.
551660,A bowl of broccoli and apples with a utensil.
191580,The meal of fish has a side of broccoli. 
576031,A woman on skis stands on a flat snowy surface.
404249,A kid in a camo shirt riding a skateboard down the street.
572620,A man riding a skateboard on top of a ramp.
561958,many people holding skis and snow boards on a snowy surface
491130,A man riding a snowboard on top of a snow covered slope.
534041,a woman is feeding food to this small child
283268,A white plate topped with a toy hot dog in a toy bun.
526197,Donuts on display behind a glass with its name by the donut. 
350679,A newly married couple cutting up a  giant hot dog cake.
244181,A plate holding a sandwich on a blue mat.
574520,"a surfer riding the waves,on a surf board."
122672,A guy on a surf board in the water.
199442,A man riding a wave on top of a surfboard.
391722,A man serving another man a cake with candles on it.
190648,A messy and unmade bed and a red chair
210915,A man riding a surfboard on a wave in the ocean.
356505,A woman in a bikini riding a wave on a surfboard.
375469,two people riding surf boards on a wave
468245,A white bed sitting in the corner of a room next to windows.
112298,The man holds a ping pong paddle under the shelf on a wall.
133244,A man holding a tennis racquet on a tennis court.
325347,A man on a tennis court playing tennis
376093,The teen group is serving pizza and drinks to the younger children.
195842,A person playing the Nintendo Wii in their messy living room
454067,A man standing in front of a TV holding a Wii game controller.
305317,Several people standing in a green field together while flying kites.
94185,a shop with a bunch of signs sitting out front
383339,A man surfing in the ocean as the sun sets.
253433,a little teddy bear dressed in some BDSM gear and chains 
288430,People flying kites in the sand on a windy beach.
12639,A little boy about to hit a baseball during a game.
510095,A man is holding a baseball bat. 
128748,a baseball player talks with an umpire 
160864,Baseball team holding batting practice on the field
5586,a tennis player with a racket on a court 
12670,A crowd of people standing around each other.
508312,A stove that has a light above it.
537270,Three students check their cell phones in a classroom.
14038,A kitchen with hard wood floors and a yellow smiley face balloon.
73326,An open refrigerator including bottles of various food.
25386,A man sitting on a train next to a woman.
106563,A clock that is hanging underneath a glass arch.
156292,A woman standing in front of an outdoor wall decorated with images and clocks.
249129,A group of teddy bears sitting at a small table in front of a christmas tree.
338905,A group of people sitting at a table eating food.
512929,A pair of girls are cooking in one pan together.
25986,A bunch of items that are on a counter.
32334,Two people are smiling holding empty wine glasses.
22371,a man sitting at a desk in front of a laptop computer
530836,A picture of a large kitchen with white cabinets and appliances.
437898,A medium sized home kitchen with wood cabinets.
295809,Street sign painted on a road that looks like a bicycle. 
424162,a couple of women that have a dog on a leash
212453,A white toilet sitting in a corner of a room.
287714,A white bathroom sink sitting under a bathroom mirror.
242287,A bicycle that is resting upon the wall of a building.
363784,A white bath tub sitting under a window.
259830,A moped is parked next to bicycles on a sidewalk.
262440,"A bathroom with a toilet, sink, bath tub, and a small cabinet."
492937,A close up of a bike brake on a bicycle.
351362,A white bath tub sitting next to a toilet.
376284,A fire hydrant and some cars on a street.
267903,A very old toilet and sink in an old room. 
484760,A statue of the virgin Mary holding an orb of light.
3661,A bunch of bananas sitting on top of a wooden table.
210502,Part of train car with a door to the rear connected to the car behind it
376365,A glass of milk next to a round purple vase.
570782,Three computers without screens sit on a desk.
572956,A row of motorcycles parked next to a building.
466835,A grouping of bananas hanging in a tree next to grassy area.
293245,A Yamaha motorcycle parked outside of a building.
571264,a man is standing next to a motorcycle outside
462756,A grey motorcycle on dirt road next to a building.
183500,A person is flying a biplane in the sky.
109900,A group of people who are standing outside by a plane and a car.
477441,A large passenger jet sitting on top of an airport tarmac.
245102,A bright red light that is on the side of a snow covered street.
237984,A green bench sitting on the side of a sidewalk.
137950,A plane flying over several houses and lots of trees. 
290592,A cluster of black and white sheep hang out by a fence.
307074,A traffic light hanging over a road at a cross walk.
110282,"A metal pole with a traffic light attached, red right arrow illuminated, with green grass, green trees, and white sky in background."
395575,THERE IS A BENCH IN FRONT OF TE LAKE 
211674,Red double decker bus with people standing on top.
338191,Several different fire hydrants that have been painted various colors.
28993,a couple of yellow poles are on the street
124798,Various vehicles driving on a road surrounded by trees.
443969,A baby girl standing in a shopping cart holding an umbrella.
428562,a small sheep is standing in a pin
502336,A group of people walking down a street next to a tall building.
297681,A car that is trying to drive through a flood.
25593,A stop sign on a post at a public street.
409268,A stuffed teddy bear covered in dirt on the ground.
1268,A beautiful woman taking a picture with her smart phone.
227399,A transporting cart parked in a street while passengers board.
546659,A train traveling past tall white buildings on train tracks.
303863,A train is traveling down the rail road tracks. 
571008,The stop sign has stenciled spray paint on it. 
186624,Someone is standing near a train that is parked. 
572303,A train speeding along the railroad tracks during the day.
283038,A red stop sign sitting on top of a green planter.
230450,there is a large building under construction and many parking meters
568147,A colorful chain with a note attached is wrapped around a parking meter's post.
246454,Girl bending down with hand bag on her shoulder petting two dogs.
401446,A woman wearing a dress and holding an umbrella.
432468,A cat sleeping on top of a closed suit case.
161609,A brown dog sitting in a mans back pack.
329319,A black and white cat sitting on top of a wooden chair.
398810,A small cat sitting on top of a couch looking out a window at another cat.
174231,A dark cat hiding in between a laptop. 
387148,A large group of animals standing in a large grassy field.
364297,There is a cat laying down on a keyboard.
209972,A sail boat stuck in the sand on the beach
270883,A woman in lingerie is laying on a soft bed.
379533,A zebra grazing on a dry grass field next to elephants.
245915,A herd of elephants splashing and playing in a river.
114884,"A woman with a cigarette standing, while a group of people with luggage walk towards a bus."
155571,An elephant walking across a green grass covered field.
347456,A mother and baby elephant walking in green grass in front of a bond.
263860,Two elephants in a field rubbing their trunks on each other.
346232,these people are walking together down a road
85665,A decorated kite with tail flies in a gray sky. 
377239,A woman holding a cigarette smiling at the camera on a sunny day.
47819,A man standing behind a brown horse carrying lots of luggage.
132622,The large bear is looking in the direction of the camera.
222317,Large dog lying on couch with blanket in living room.
338901,a brown white and black dog is laying on a gray couch
298738,A panda bear sitting and eating a plant.
273642,a dog is laying with a remote controller
170278,Dog smiles while sleeping in a bed room.
20247,Bears lope over the ground in a dry landscape.
325991,A young man in a red shirt is throwing a frisbee.
102805,A man in holds a Frisbee in the parking lot by the river.
34452,A man bending over in the woods with a frisbee in each hand.
356968,A brown horse with blonde hair standing in an open field.
15956,A woman exercising a brown horse in a riding ring.
98633,A white piece of cake sitting on top of a plate.
196442,a man holding onto a some wires while skiin 
378515,A man kneeling down over piles of bananas.
535253,A variety of items is shown in a shopping cart.
84031,Baseball game in large stadium with ball flying toward batter
190853,A half eaten banana being held by a human hand.
410934,A broccoli plant has very large leaves. 
236308,A couple of people riding skis down a snow covered slope.
362520,Small child and protective gear jumping on a skateboard. 
463527,"A blue and black ray holding sandwich, coffee and liquor bottles."
295138,Young skateboarder showing off learned skills next to building.
438907,A man is doing a trick on a skateboard.
245320,A man performing on a skateboard ramp jump.
416885,Three pastry desserts and two glasses of wine are on a table. 
187585,a young man is on his skateboard doing a trick 
34417,People working behind glass in a doughnut making factory.
553221,A group of men kitboarding over the top of  a large body of water.
344795,there is a round pan covered with aluminum in the stove
300276,People are at an outdoor lunch table in a park.
189451,A piece of cake left on a plate
25228,A woman sitting on a surfboard in the ocean.
193674,A person on a surfboard in the water.
27972,A man in a red shirt rides a yellow surfboard on light blue water.
265777,A woman sitting at a table with a pizza on a plate.
441491,Three women are taking a bite out of the same piece of pizza.
372349,A man and woman bathe in a shallow river.
455937,A man sits on a chair and plays video games.
182162,A living room with hard wood flooring and black furniture.
471893,an  image of two people playing video games
543581,A dog is sitting on the couch in a living room. 
115870,A group of people sitting around two couches.
189475,some people seated at a table with plates of food 
520871,A pizza with burned edges is sitting on the table.
166478,A young guy using his computer and talking on his phone.
136600,A lap top sits on a small desk with jars and candles around it
195918,A workspace inside an office with snowy trees outside the window.
428280,A laptop on a table with some chairs.
248631,A laptop with a stationary mouse attached to it.
355610,"A black and white photograph of a stuffed teddy bear wearing a shirt that reads ""handle with care"" and a small stuffed sheep."
280918,Two beautiful young women baking a turkey in a pan..
581317,A woman holding a small item in a field.
512330,An open refrigerator filled with lots of food.
243344,Awake cat near ceiling on a closed refrigerator  
120572,A long stone wall at a church with a cemetary.
284764,A man cutting up his meal before consumption.
157767,A group of men standing around a table of food in wooden room.
268378,A group of people eating a meal at a table.
156278,a massive variety of pots and other objects are displayed along a long kitchen counter with a sink and a clock on the wall.
170099,a person wearing a suit and tie next to a couch
529568,A big fancy glass chandelier hanging in a small kitchen.
575970,The living room is nicely cleaned and organized.
241602,"A bathroom with a spa tub, sink, toilet, yellow stripes on the floor, and flower decorations on the walls."
570834,Bikes are being transported in a subway car.
292997,A snowy ladnscape with a car crashed into a pole
240940,A cat sitting on the floor watching television.
474095,A man sitting on a toilet with a cigarette and beer can in hand.
32817,A man climbing on a toilet bowl in a closet
203389,A group of young people riding motorcycles near a river.
204186,Racers riding four wheelers while a crowd watches.
222118,A woman talking on a cell phone while holding luggage.
509260,A old television set is displaying an old computer game in front of two bookshelves.
239041,A television is reflected from a bathroom mirror.
90631,A colorful fighter jet flying through a blue sky.
187745,a small yellow Cessna plane flying on a clear day
235252,A herd of giraffe walking along a grassy tree covered plain.
452891,A white dog standing on top of a wooden bench.
387387,A yellow bus that is sitting in the grass.
253002,Closeup of a logo on a blue and red bus.
198928,A woman standing next to a light pole by a street.
364322,many woolly sheep standing together in the field
343496,A person walking by stop sign at street intersection.
147338,A yellow fire hydrant with a cartoon face drawn on it.
117374,Two cats sitting in the dirt under a tree.
82846,A red trolley car driving down a parking lot.
276720,An empty street with brick buildings and cars.
46497,Two little girls sitting on the side of a white boat.
333697,Two street signs on the corner of a stone wall.
11615,a stack of traffic signs on a pole next to a street.
275727,Yellow and grey train near platform at railway station.
241297,A train traveling down tracks next to a lush forest.
323751,A train is making its way down the tracks. 
